80	100
20	15	32	7	54	30	80	72	60	78	73	64	2	51	75	63	13	49	69	28	74	43	45	61	68	52	42	70	66	48	11	24	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	57	18	17	22	77	55	46	10	29	33	5	26	23	40	12	58	44	41	53	14	47	62	50	27	9	56	79	37	38	6	1	4	39	25	67	34	3	35	71	59	8	21	65	36	16	76	19	31
52853
0	2	2	3	0	4	2	2	2	1	0	1	2	3	2	2	0	1	3	3	3	0	2	0	4	1	2	2	2	2	2	3	1	3	4	2	2	4	2	1	3	1	1	2	0	1	2	0	1	2	1	1	3	1	1	4	1	2	3	1	0	1	2	2	1	0	3	1	0	0	2	3	1	3	1	4	2	2	2	1
2	0	0	2	0	1	1	1	0	1	0	0	0	2	2	1	0	0	2	1	2	1	0	0	2	1	1	1	0	0	1	0	1	2	3	1	2	1	1	1	1	0	1	2	0	0	0	1	1	1	2	1	1	1	0	2	1	0	1	1	1	1	1	2	3	1	1	1	2	1	1	1	1	1	2	3	0	1	1	1
2	0	0	2	1	1	1	1	1	1	0	0	0	2	2	2	0	0	2	1	2	1	1	0	3	1	1	1	1	1	2	0	1	2	5	1	2	2	1	2	2	0	1	2	1	0	1	1	1	1	2	1	2	1	0	3	2	0	2	1	1	1	2	2	3	1	2	1	2	1	1	1	2	2	2	3	0	2	1	1
3	2	2	0	1	2	1	3	1	1	0	1	1	2	2	2	0	1	2	2	2	0	1	0	2	0	2	1	0	1	2	1	0	2	2	1	2	2	3	0	2	0	1	2	0	2	1	0	1	2	1	1	2	2	0	2	0	2	3	2	1	2	0	1	2	0	2	1	0	0	2	1	2	1	1	3	0	2	1	1
0	0	1	1	0	2	0	0	1	1	0	1	0	0	1	0	1	1	1	1	2	1	0	0	1	0	1	0	1	2	1	1	1	0	1	0	1	2	0	1	2	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0
4	1	1	2	2	0	1	3	0	0	0	2	0	3	2	3	1	0	2	1	3	1	1	0	2	1	1	1	0	0	0	1	2	2	3	1	1	1	2	2	1	0	1	1	1	0	2	0	1	1	2	1	1	1	0	2	0	1	2	1	1	2	1	2	4	1	1	1	1	1	2	1	1	1	2	3	1	1	2	1
2	1	1	1	0	1	0	2	1	0	0	1	1	1	2	2	0	0	2	2	2	0	0	0	1	1	1	1	0	1	1	1	1	2	2	2	2	1	2	1	1	1	2	1	0	0	1	0	2	1	1	1	2	2	0	2	0	0	2	2	1	1	1	1	2	0	2	1	1	1	1	1	1	1	2	2	0	0	0	1
2	1	1	3	0	3	2	0	2	1	0	1	1	2	2	2	1	0	3	2	3	1	0	0	3	1	1	1	1	1	2	1	1	3	3	2	2	2	2	2	2	1	1	2	1	0	1	0	1	1	1	1	2	2	0	1	0	1	3	1	1	2	2	2	3	1	2	1	1	1	3	2	1	1	2	3	0	2	2	2
2	0	1	1	1	0	1	2	0	1	0	1	0	2	1	1	1	1	2	1	2	0	1	0	2	1	1	1	0	0	0	0	1	2	3	2	1	1	2	1	1	0	1	2	1	0	2	0	1	0	1	1	1	2	0	2	0	1	2	2	1	2	1	2	4	1	1	0	1	1	1	0	1	1	2	2	0	1	1	2
1	1	1	1	1	0	0	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	1	1	2	0	0	2	0	0	0	0	1	1	0	0	0	1	1	0	0	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0
1	0	0	1	1	2	1	1	1	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	0	0	1	2	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	1	1	0	0	1	1	0	2	0	0	0	0	1	1	1	0	2	0	0	0	0
2	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	2	1	1	0	0	0	2	1	1	1	0	1	0	0	1	1	2	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	2	1	0	0	0	1	2	0	1	0	2	0	0	1	2	1	1	2	0	1	0	1
3	2	2	2	0	3	1	2	2	1	0	1	1	0	0	3	1	1	1	1	1	0	1	1	1	0	1	0	1	1	2	1	0	1	1	1	2	1	1	1	0	1	0	1	0	1	1	0	1	2	0	1	2	1	1	2	1	1	3	0	0	2	1	0	1	1	2	1	0	0	2	1	0	0	0	0	1	0	1	1
2	2	2	2	1	2	2	2	1	0	1	1	1	0	0	3	1	1	2	2	2	0	1	1	1	0	1	1	0	1	1	3	0	2	0	1	1	1	1	0	0	1	0	0	1	0	3	0	0	1	1	0	0	1	1	1	0	1	3	1	2	1	1	0	1	0	2	0	0	0	2	2	1	1	0	2	0	1	1	1
2	1	2	2	0	3	2	2	1	1	0	1	1	3	3	0	0	1	4	2	3	1	0	1	2	0	2	2	2	3	2	2	1	2	3	2	2	2	1	1	2	1	1	2	1	1	1	0	2	2	1	1	2	2	0	2	0	2	2	2	1	1	1	1	2	0	2	0	1	0	2	3	2	1	2	4	1	2	0	1
0	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0
1	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	2	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
3	2	2	2	1	2	2	3	2	1	0	1	2	1	2	4	0	0	0	2	3	0	0	0	2	1	2	2	0	2	2	2	1	2	2	2	2	2	2	2	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1	2	0	1	3	1	1	2	1	1	3	2	2	2	2	1	2	2	2	1	1	3	0	3	2	2
3	1	1	2	1	1	2	2	1	0	0	1	1	1	2	2	0	0	2	0	2	0	1	0	1	0	1	1	0	1	2	1	0	2	2	2	1	1	2	1	1	1	1	1	0	0	1	0	1	1	1	1	1	2	0	2	0	1	2	2	1	1	1	1	3	0	2	1	1	1	2	1	2	1	1	2	0	1	0	1
3	2	2	2	2	3	2	3	2	0	0	1	1	1	2	3	0	0	3	2	0	0	1	0	3	1	2	1	0	2	2	2	1	2	3	2	2	2	3	2	2	1	1	1	2	1	1	0	1	2	1	1	2	2	1	2	0	2	4	2	1	2	1	1	4	0	2	2	1	1	4	2	2	1	1	4	1	2	1	2
0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0
2	0	1	1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	2	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	2	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	2	0	0	0	1	0	1	0	0	2	1	1	0	0	1	0	1	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0
4	2	3	2	1	2	1	3	2	0	1	1	2	1	1	2	0	0	2	1	3	0	2	0	0	1	1	1	0	1	1	3	1	2	1	2	1	2	3	1	0	1	0	0	1	1	2	0	0	1	0	0	1	2	1	3	0	1	3	1	1	2	1	0	1	0	2	1	0	0	4	2	1	1	0	2	1	1	1	2
1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	1	1	1	2	1	1	1	0	0	0	0	0	1	0	1	0	0	2	0	0	1	0	1	3	0	0	2	1	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	1	0
2	1	1	2	1	1	1	1	1	0	0	1	1	1	1	2	1	0	2	1	2	0	1	0	1	0	0	0	0	1	1	1	0	2	1	1	1	2	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	1	2	1	0	1	1	1	1	0	1	0	0	0	2	0	1	0	1	1	0	0	1	0
2	1	1	1	0	1	1	1	1	0	0	1	1	0	1	2	0	0	2	1	1	0	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0	1	1	2	1	0	1	1	2	0	1	0	1	1	1	1	1	0	0	2	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0
2	0	1	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	2	2	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	2	0	0	1	0	1	3	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1
2	0	1	1	2	0	1	1	0	0	0	0	1	1	1	3	0	0	2	1	2	0	1	0	1	1	1	1	0	0	0	1	1	1	2	1	1	1	2	1	1	0	1	1	1	0	1	0	1	1	2	1	1	2	0	0	0	1	2	1	1	1	0	1	4	1	1	1	2	1	2	1	1	1	1	3	0	1	1	1
2	1	2	2	1	0	1	2	0	0	1	1	0	2	1	2	1	0	2	2	2	1	1	0	1	1	1	1	0	0	0	1	1	2	2	2	1	1	1	2	1	0	1	1	1	0	1	0	1	0	1	1	1	0	0	0	0	1	2	2	1	1	1	1	4	1	1	2	1	1	2	0	2	0	2	3	1	2	1	2
3	0	0	1	1	1	1	1	0	2	0	0	0	1	3	2	0	0	2	1	2	1	1	0	3	0	1	1	1	1	1	0	0	1	3	1	1	1	2	0	2	1	1	2	0	1	1	1	1	1	1	1	2	2	0	2	1	1	0	1	1	0	1	1	2	1	1	1	2	1	0	1	1	1	1	3	0	3	1	0
1	1	1	0	1	2	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	2	1	0	0	0	1	2	0	0	1	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0	1
