80	100
25	72	78	70	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	55	60	80	65	16	34	14	29	12	67	2	21	68	46	44	49	62	19	17	27	56	40	54	61	39	43	63	20	45	41	47	51	52	75	32	10	13	58	66	48	9	23	76	24	53	6	5	33	42	15	36	73	22	35	8	59	74	37	69	26	50	38	31	3	71	1	30	64	57	7	4	11	77	28	18	79
54463
0	0	2	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	2	1	0	1	3	1	1	2	0	0	1	1	0	0	1	0	1	2	0	1	1	1	0	1	0	1	0	1	2	1	1	0	0	0	0	2	0	0	1	0	1	1	1	0	1	1	1	0	2	0
0	0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	1	0	0	1	0	0	1	0	1	1	1	0	1	0	1	2	1	0	0	0	1	0	1	2	0	0	2	0	1	0	1	2	0	0	1	1	0	0	0	0	0	2	0	0	0	1	1	0	0	2	0	1	0	0	0	1	0	0	1	1	0	0	0	0
2	0	0	1	1	1	2	0	1	3	0	0	2	0	2	0	1	0	0	2	0	1	2	1	1	1	0	2	1	1	1	1	2	0	2	2	2	1	2	1	1	0	1	0	2	0	2	1	1	0	1	1	1	1	0	1	0	2	1	0	2	0	1	1	2	3	1	0	0	1	1	1	1	0	1	1	1	1	1	0
1	0	1	0	1	1	2	0	1	0	1	1	0	1	2	1	0	0	1	1	0	2	3	2	0	0	0	1	0	0	0	0	2	1	2	2	0	2	1	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	2	1	1	0	0	1	0	0	0	0	0	2	0	0	2	0	1	1	0	1	0	1	1
1	0	1	1	0	3	0	1	3	3	1	0	3	0	2	0	1	1	1	1	1	2	3	1	0	1	1	0	1	0	1	3	1	0	2	2	1	1	2	2	2	2	2	1	2	1	2	4	1	1	3	1	1	1	0	1	2	2	1	0	2	0	1	1	0	3	0	1	1	0	2	0	1	1	2	2	1	0	0	0
1	0	1	1	3	0	1	1	4	3	1	0	2	0	3	1	2	0	1	3	1	2	3	3	1	3	1	2	0	1	1	3	3	0	3	3	3	0	2	1	3	2	2	1	2	0	3	4	1	1	3	0	2	2	1	1	1	4	2	1	2	1	3	2	1	4	0	1	2	0	1	0	2	1	4	2	1	2	0	0
1	0	2	2	0	1	0	1	1	2	1	1	1	2	0	1	1	1	1	0	0	1	1	1	0	1	1	0	1	2	1	1	1	1	2	2	1	1	0	1	1	1	0	0	0	0	0	2	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	1	0	1	1	0	2	0	0	1	2	1	0	1	1	0	2	0
1	0	0	0	1	1	1	0	2	2	0	0	1	0	1	0	1	0	0	2	0	1	2	1	1	2	1	0	0	1	1	2	3	0	1	1	2	0	1	1	2	1	2	0	1	1	1	3	1	0	2	2	2	1	0	0	1	2	1	0	1	0	2	1	0	3	0	1	1	0	0	0	1	1	2	1	1	1	1	0
2	1	1	1	3	4	1	2	0	3	0	1	2	1	3	1	2	1	2	3	2	2	5	3	0	2	2	1	1	2	3	3	3	1	3	3	2	2	3	3	3	3	4	1	2	1	4	7	1	1	3	3	3	2	0	1	1	4	2	0	2	2	3	2	0	4	1	1	3	0	1	1	2	2	4	3	0	0	1	1
1	2	3	0	3	3	2	2	3	0	1	1	3	2	3	1	1	0	2	3	1	1	4	2	1	1	1	0	2	2	1	3	3	1	2	2	1	2	3	3	3	3	4	2	2	1	3	5	1	2	3	3	2	2	1	2	1	4	2	1	1	2	2	1	1	2	1	1	2	0	1	0	2	2	4	3	1	0	2	1
1	0	0	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	1	0	2	0	0	1	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0
0	0	0	1	0	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	2	1	0	2	0	1	0	1	2	1	0	1	0	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0
1	1	2	0	3	2	1	1	2	3	0	1	0	1	2	1	2	0	1	4	0	1	3	2	1	2	1	1	1	2	2	3	4	0	2	1	2	1	2	2	2	1	2	1	2	0	3	4	2	1	3	1	2	1	0	0	0	4	1	1	1	1	3	1	0	3	0	1	1	0	0	1	0	1	4	2	0	1	1	0
1	1	0	1	0	0	2	0	1	2	1	1	1	0	1	1	0	0	1	1	0	0	1	1	0	0	0	1	2	2	1	1	1	1	0	1	1	0	2	2	0	0	1	0	1	1	1	1	2	0	2	1	0	0	0	0	1	0	0	1	1	0	1	1	0	2	2	2	1	1	0	2	1	0	2	2	0	0	0	0
1	0	2	2	2	3	0	1	3	3	1	0	2	1	0	0	1	0	0	1	1	3	2	2	0	1	2	0	0	1	1	3	1	0	3	4	2	2	2	2	2	2	2	0	3	1	2	3	1	1	3	1	3	3	0	2	2	3	1	0	3	0	1	2	1	4	0	1	2	0	1	1	2	1	2	2	1	0	0	1
1	0	0	1	0	1	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0
1	1	1	0	1	2	1	1	2	1	0	1	2	0	1	0	0	0	1	1	1	1	2	1	0	0	1	0	0	1	1	1	0	1	2	1	0	1	1	1	1	1	2	1	0	1	1	2	0	1	1	2	1	0	0	1	1	1	2	0	1	1	0	0	0	1	1	0	1	0	1	0	1	1	1	1	0	0	0	1
1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	2	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0
1	0	0	1	1	1	1	0	2	2	0	1	1	1	0	0	1	0	0	1	0	1	1	2	0	1	1	0	0	0	0	1	1	1	1	1	1	0	2	2	2	0	2	0	2	1	1	2	2	1	2	1	1	1	0	1	0	1	0	0	2	0	1	0	1	3	1	0	0	0	0	0	1	0	2	0	0	0	1	0
0	1	2	1	1	3	0	2	3	3	1	1	4	1	1	0	1	0	1	0	1	2	2	2	0	1	1	0	1	0	0	2	1	2	3	3	1	1	3	3	2	2	2	1	2	1	2	3	2	1	3	2	2	2	0	2	1	2	1	0	2	1	2	1	1	3	1	0	1	0	1	0	2	1	2	3	1	0	0	1
0	0	0	0	1	1	0	0	2	1	0	0	0	0	1	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	1	1	1	0	0	0	1	0	2	2	1	0	1	0	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
1	0	1	2	2	2	1	1	2	1	0	0	1	0	3	0	1	0	1	2	1	0	3	1	0	1	1	1	0	1	1	1	2	0	2	1	1	1	1	2	2	2	2	1	1	1	2	3	1	1	2	2	1	1	0	1	0	2	2	0	1	0	1	1	0	2	1	1	1	0	2	0	1	1	2	2	0	0	1	0
1	1	2	3	3	3	1	2	5	4	1	1	3	1	2	1	2	1	1	2	2	3	0	2	0	2	2	2	1	1	2	4	2	1	4	3	3	2	2	2	3	2	3	1	3	1	2	6	2	1	3	3	3	3	0	2	1	3	3	0	3	1	3	2	2	6	1	1	2	1	1	0	3	1	3	2	2	1	1	0
