70	100
33	22	64	29	58	18	5	54	52	14	34	9	60	43	15	12	26	49	67	7	6	30	51	46	63	25	16	66	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	41	35	8	38	13	37	4	19	3	65	45	31	39	59	47	20	32	55	1	36	23	69	44	21	48	40	17	27	56	28	50	70	57	10	53	62	2	68	11	61	42	24
27702
0	1	1	1	2	0	1	1	0	0	0	0	0	0	0	0	1	2	1	1	1	1	2	2	0	1	1	2	1	0	2	2	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	2	1	2	1	0	2	1	2	1	1	1	1	1	1	1	0	0	0	1	1	1
1	0	1	1	2	1	1	0	1	2	3	1	1	1	0	0	2	1	1	1	2	3	2	1	1	1	1	2	2	1	1	1	3	1	1	1	1	0	1	1	0	3	2	1	1	1	0	1	1	2	0	3	2	1	2	2	2	0	1	1	2	2	0	2	1	0	1	2	1	2
1	1	0	1	0	2	0	1	0	2	0	0	1	0	0	1	1	1	1	2	1	0	0	0	1	0	1	0	2	0	2	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	2	1	1	0	1	0	0	1	0	1	1	1	0	1	2	1
1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	2	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	1	2	2	0	0	1	0	0	1	0	0	1	1	1
2	2	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0	2	0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	2	1	1	0	1	2	2	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	2	0	0	0	2	0	2
0	1	2	0	1	0	1	1	0	0	1	1	0	1	0	0	1	1	0	0	0	1	1	2	0	0	0	1	1	2	1	1	2	1	0	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0
1	1	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	2	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	1	1	0	1	2	0	0	0	1	0	0	1	0	1	2	0	1	0	2	0	1
1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	1	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0
0	1	0	1	0	0	1	0	0	1	1	1	0	2	1	0	1	1	1	0	1	1	0	0	0	0	0	1	1	2	0	0	2	1	0	0	2	0	1	0	0	1	1	1	0	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	2	0	0	0	2	0	0
0	2	2	0	1	0	1	0	1	0	2	0	1	0	1	0	1	1	0	2	0	2	1	0	0	1	1	1	2	0	2	2	3	0	1	1	0	0	0	1	1	2	0	0	0	0	0	0	0	2	1	0	0	1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	2
0	3	0	0	1	1	1	0	1	2	0	1	1	1	0	0	1	0	0	1	1	2	0	1	1	0	1	1	2	1	0	0	2	0	0	1	1	0	1	1	0	2	1	1	0	1	1	1	1	0	1	1	1	2	2	3	2	1	1	0	2	2	0	2	1	0	1	2	2	2
0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	2	1	1	0	0	1	1	1	0	3	1	0	1	0	1	2	0	0	2	0	1	0	1	1	0	0	0	0	2	1	1	0	0	0	1	1	0	0	1	1	0	0	0	1	2	0	1
0	1	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	1	0
0	1	0	0	1	1	1	0	2	0	1	0	1	0	0	0	1	1	0	0	1	2	2	1	0	0	2	1	2	1	0	1	2	1	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	2	0	0	0	0	1	0	1	1	1	2	0	0	0	1	0	0	1	1
0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	2	1	1	0	0	1	1	1	1	0	1	0	1	0	1	0	2	0	1
0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
1	2	1	0	1	1	0	0	1	1	1	0	0	1	0	1	0	0	1	2	1	1	0	1	1	1	2	2	1	0	1	0	0	0	0	0	0	0	0	2	0	1	1	1	1	0	1	1	0	1	0	1	1	0	2	1	1	1	1	0	2	2	0	0	2	0	1	1	2	2
2	1	1	0	1	1	0	2	1	1	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	1	2	2	0	1	1	2	1	0	2	1	1	2	0	1	0	0	1	1	0	2	1	1	0	1	1	1	1	1	2	1	0	2	0	1	1	2	0	2
1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	2	1	0	1	1	1	0	0	1	0	0	1	0	0	0	1	2
1	1	2	1	2	0	0	1	0	2	1	0	0	0	0	0	2	0	2	0	1	1	1	1	0	1	0	1	1	0	2	1	2	1	1	1	1	2	0	1	0	2	2	1	1	0	2	2	0	0	0	2	1	2	2	1	1	0	2	0	0	2	0	0	1	0	0	1	1	3
1	2	1	1	0	0	0	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	2	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	2	1	2	1	2	0	0	1	1	0	2	0	1	0	1	1	1	1	2	1	0	0	2	1	1	1	1	1	1	1	2
1	3	0	0	0	1	0	0	1	2	2	1	0	2	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	1	0	1	0	0	2	2	1	0	1	1	1	1	0	1	0	1	2	1	1	2	1	1	0	1	1	0	2	0	0	0	2	0	2
