70	100
x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	40	22	50	8	39	35	29	30	57	11	17	38	61	26	25	55	59	20	46	64	12	24	70	44	66	3	14	58	21	23	7	54	6	60	52	36	18	34	42	45	33	56	67	10	13	48	16	4	43	49	27	68	9	5	51	19	41	15	1	65	2	69	37	63	32	62	28	31	53	47
42296
0	1	0	2	1	1	0	1	2	0	1	2	0	0	0	2	1	2	2	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	0	1	0	1	2	1	1	0	1	1	1
1	0	0	2	1	0	0	1	2	1	0	0	0	1	1	2	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	2	1	0	1	0	0	1	1	0	0	2	1	0	0	0	1	1	0	1	0	1	2	1	2	2	0	1	1	1	2
0	0	0	1	2	4	4	0	1	1	1	2	1	3	0	2	1	3	1	2	3	0	4	3	2	1	1	0	1	0	0	0	3	3	1	2	0	1	1	0	1	2	2	3	2	3	1	1	1	1	1	4	0	3	1	2	1	3	3	3	1	0	0	2	0	3	2	1	1	2
2	2	1	0	0	2	3	0	0	0	0	1	2	2	0	3	1	1	0	1	2	0	3	2	1	1	0	1	1	1	1	0	2	1	0	1	1	0	0	0	0	2	2	2	2	2	0	1	1	0	1	2	0	3	1	1	1	2	1	1	1	1	0	1	0	2	2	2	0	2
1	1	2	0	0	3	2	0	1	1	0	1	1	1	0	1	1	1	0	0	1	0	3	1	1	1	0	0	1	0	0	0	1	1	0	2	1	0	0	0	0	2	1	1	1	1	1	1	0	0	0	1	0	2	1	1	0	1	0	2	1	0	0	0	1	0	1	1	0	2
1	0	4	2	3	0	6	2	2	4	3	3	3	6	1	4	1	4	2	4	5	1	7	5	2	1	1	0	0	2	0	2	4	4	1	3	2	2	1	0	1	3	3	5	4	3	0	2	4	2	2	7	1	7	2	3	3	5	5	7	2	0	1	5	2	5	5	2	1	2
0	0	4	3	2	6	0	2	2	3	2	3	2	4	1	3	1	3	2	3	5	1	7	3	3	2	2	0	1	1	1	0	4	3	1	4	1	2	1	1	1	3	2	4	3	3	1	2	3	2	2	5	0	6	2	2	1	5	3	6	1	0	0	3	1	4	3	1	1	3
1	1	0	0	0	2	2	0	0	0	0	1	0	1	0	1	1	0	2	0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	2	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	2	2	0	0	1	0	0	1	1	1	1
2	2	1	0	1	2	2	0	0	2	0	1	1	2	1	2	0	1	0	0	0	0	3	1	0	1	1	1	1	0	0	1	3	3	0	1	1	1	1	0	1	3	1	2	2	2	1	1	0	0	2	3	1	1	2	1	1	2	1	1	0	1	0	1	1	0	1	2	2	2
0	1	1	0	1	4	3	0	2	0	0	1	2	1	0	2	1	2	1	1	1	1	3	2	1	2	1	1	1	1	0	1	4	2	0	3	1	2	1	0	0	3	1	2	2	1	0	2	0	0	2	4	0	2	2	2	0	1	1	2	1	1	1	0	0	1	1	2	2	1
