75	100
34	16	31	73	27	18	2	49	52	66	72	6	8	70	25	32	29	46	13	1	53	14	51	50	71	63	43	69	47	15	42	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	10	22	68	17	20	33	36	19	23	54	4	64	41	26	5	60	35	61	40	65	74	57	21	55	45	62	38	28	56	11	7	24	30	9	75	58	67	59	12	44	37	3	48	39
38151
0	2	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	2	1	0	0	0	1	0	0	0	2	0	0	2	0	1	0	1	1
2	0	1	0	2	2	2	1	1	0	2	1	1	1	0	2	1	2	0	0	0	0	0	1	2	1	1	2	1	1	1	1	0	1	0	1	2	2	2	1	1	0	1	2	0	0	0	2	1	1	0	1	1	0	1	1	0	0	2	1	2	2	0	1	1	0	0	1	0	1	1	0	1	0	2
1	1	0	1	2	2	3	1	3	0	3	2	1	1	0	1	0	2	0	1	0	0	0	3	1	1	2	1	2	1	3	1	1	2	1	0	3	2	2	2	1	0	1	2	1	1	1	2	1	1	0	1	1	0	1	3	1	2	5	1	2	3	0	1	2	2	2	1	1	2	1	1	1	0	5
0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	2	2	1	0	1	2	0	0	0	1	2	0	0	0	1	1	0	1	1	2	0	1	1	1	1	2	2	0	3	0	1	1	1	1	0	1	1	1	0	2	0	0	1	1	0	0	2	2	1	0	1	0	1	1	1	1	1	1	2	0	1	1	1	0	2	2	0	0	2	1	1	1	2	0
0	2	2	0	1	0	1	2	1	0	1	1	2	1	1	1	0	1	0	0	1	0	0	2	0	1	2	0	2	1	1	2	0	1	0	0	2	1	1	1	0	0	2	1	1	1	0	2	1	1	0	1	2	0	0	2	1	1	2	0	1	1	1	0	1	1	2	0	1	2	0	2	2	1	1
1	2	3	1	2	1	0	1	3	0	3	3	1	1	0	2	0	2	1	1	3	0	1	3	0	2	2	2	1	2	3	1	1	2	2	1	4	2	2	2	1	0	0	2	2	1	0	2	1	1	0	2	1	2	2	4	2	2	5	1	2	3	1	1	2	1	2	0	0	1	1	2	2	1	3
0	1	1	1	0	2	1	0	1	0	0	1	1	1	0	2	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	0	0	2	1	0	0	0	1	1	1	1	1	1	2	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0
0	1	3	1	0	1	3	1	0	0	1	3	0	0	0	1	1	1	1	1	2	1	1	2	1	1	2	2	1	4	2	0	0	2	2	0	1	1	2	0	1	0	1	2	1	1	0	3	2	0	1	1	1	1	1	1	2	2	2	2	1	2	1	1	0	1	2	0	1	0	0	1	1	2	2
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	2	3	0	1	1	3	0	1	0	0	3	0	0	0	2	1	0	1	1	2	1	2	1	1	0	2	2	0	5	2	1	1	2	2	1	1	1	3	1	1	1	0	2	2	1	0	3	2	0	1	1	0	1	1	0	3	2	2	3	1	1	1	1	0	1	3	0	1	0	0	1	0	3	3
